trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00350000,2024-05-08 06:29:49,TDB_CUST_3906845,XOM,BUY,924,1021.58
TDB_00350001,2024-08-06 22:40:38,TDB_CUST_5042065,JPM,SELL,940,1256.13
TDB_00350002,2024-02-21 11:20:44,TDB_CUST_5296057,AMZN,SELL,794,1940.40
TDB_00350003,2024-08-04 13:59:34,TDB_CUST_4987398,TSLA,SELL,535,1890.01
TDB_00350004,2024-06-24 21:46:56,TDB_CUST_4865356,UNH,BUY,285,1296.10
TDB_00350005,2024-01-03 12:45:59,TDB_CUST_9264515,ADBE,SELL,822,1423.97
TDB_00350006,2024-06-14 07:04:13,TDB_CUST_3530289,NVDA,BUY,654,863.14
TDB_00350007,2024-05-16 10:16:38,TDB_CUST_8289218,PYPL,SELL,910,1041.81
TDB_00350008,2024-07-01 21:43:37,TDB_CUST_4150734,GOOGL,BUY,942,852.56
TDB_00350009,2024-03-30 11:48:31,TDB_CUST_6220354,AAPL,SELL,632,1699.40
TDB_00350010,2024-04-09 22:32:26,TDB_CUST_1747658,NFLX,BUY,748,557.78
TDB_00350011,2024-06-14 03:08:32,TDB_CUST_5800184,PYPL,SELL,441,1390.26
TDB_00350012,2024-04-23 10:59:39,TDB_CUST_7872182,PYPL,BUY,891,1789.86
TDB_00350013,2024-01-11 20:04:49,TDB_CUST_8514394,NFLX,SELL,247,1085.22
TDB_00350014,2024-04-02 09:30:41,TDB_CUST_9762416,AMZN,BUY,689,428.53
TDB_00350015,2024-03-14 05:14:20,TDB_CUST_6538240,VZ,SELL,941,824.99
TDB_00350016,2024-01-20 15:43:50,TDB_CUST_2961543,WMT,SELL,195,300.59
TDB_00350017,2024-04-24 04:05:35,TDB_CUST_1663288,JPM,BUY,658,1605.71
TDB_00350018,2024-03-02 20:55:21,TDB_CUST_4890598,MA,SELL,269,1784.19
TDB_00350019,2024-07-23 09:06:37,TDB_CUST_3478759,PYPL,BUY,794,1110.10
TDB_00350020,2024-05-19 19:41:25,TDB_CUST_6538670,WMT,BUY,468,1439.93
TDB_00350021,2024-02-22 08:41:13,TDB_CUST_9127334,UNH,SELL,374,909.86
TDB_00350022,2024-07-30 15:28:10,TDB_CUST_1912821,PFE,SELL,246,829.13
TDB_00350023,2024-04-06 04:38:06,TDB_CUST_2947461,NVDA,BUY,791,922.37
TDB_00350024,2024-06-23 21:47:09,TDB_CUST_7274320,V,BUY,469,1910.22
TDB_00350025,2024-07-24 20:50:41,TDB_CUST_2446683,TSLA,SELL,146,246.65
TDB_00350026,2024-08-09 04:29:34,TDB_CUST_7091065,ORCL,SELL,165,1572.66
TDB_00350027,2024-06-11 01:55:53,TDB_CUST_6271011,VZ,BUY,950,1232.11
TDB_00350028,2024-03-09 07:33:42,TDB_CUST_5400777,T,BUY,622,827.68
TDB_00350029,2024-03-08 21:22:28,TDB_CUST_6836869,NFLX,BUY,703,339.38
TDB_00350030,2024-07-08 02:38:31,TDB_CUST_3767478,BAC,BUY,223,1268.59
TDB_00350031,2024-05-30 07:29:07,TDB_CUST_4785200,ADBE,BUY,974,898.19
