trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00700000,2024-06-10 00:35:47,TDB_CUST_4823937,NFLX,BUY,143,422.42
TDB_00700001,2024-08-04 02:51:53,TDB_CUST_3126305,VZ,BUY,272,1054.61
TDB_00700002,2024-07-18 01:13:51,TDB_CUST_5652724,PYPL,SELL,773,731.40
TDB_00700003,2024-07-23 06:39:27,TDB_CUST_4344660,INTC,BUY,242,215.96
TDB_00700004,2024-04-02 17:15:33,TDB_CUST_3783020,AMZN,BUY,521,910.06
TDB_00700005,2024-02-03 06:53:47,TDB_CUST_6776598,NVDA,SELL,384,544.22
TDB_00700006,2024-01-11 16:52:42,TDB_CUST_9752673,FB,SELL,665,708.71
TDB_00700007,2024-04-06 22:57:31,TDB_CUST_3418941,VISA,SELL,204,1938.11
TDB_00700008,2024-07-14 18:16:03,TDB_CUST_1626644,JPM,BUY,170,473.66
TDB_00700009,2024-03-12 21:12:05,TDB_CUST_9704865,ORCL,BUY,137,1931.52
TDB_00700010,2024-01-16 11:28:35,TDB_CUST_6160827,NVDA,BUY,886,396.97
TDB_00700011,2024-09-01 17:40:12,TDB_CUST_5862161,DIS,SELL,159,975.14
TDB_00700012,2024-09-20 13:01:48,TDB_CUST_3233478,CRM,BUY,121,1792.81
TDB_00700013,2024-06-04 19:22:44,TDB_CUST_9328771,DIS,SELL,609,481.77
TDB_00700014,2024-09-12 13:00:27,TDB_CUST_8101618,TSLA,BUY,436,298.12
TDB_00700015,2024-01-10 19:31:29,TDB_CUST_5085333,FB,SELL,658,1606.16
TDB_00700016,2024-04-09 21:19:30,TDB_CUST_4824108,XOM,SELL,186,1327.83
TDB_00700017,2024-09-19 04:11:22,TDB_CUST_6856648,PYPL,SELL,476,1382.94
TDB_00700018,2024-02-22 07:14:37,TDB_CUST_6786502,NFLX,SELL,844,1909.78
TDB_00700019,2024-09-24 17:40:35,TDB_CUST_3811948,ADBE,BUY,856,1300.63
TDB_00700020,2024-08-22 23:12:58,TDB_CUST_5210673,V,SELL,361,555.85
TDB_00700021,2024-08-03 03:18:57,TDB_CUST_6805345,PYPL,SELL,493,1694.28
TDB_00700022,2024-05-19 16:36:06,TDB_CUST_8685060,DIS,SELL,151,588.89
TDB_00700023,2024-06-17 17:48:50,TDB_CUST_1172768,MSFT,SELL,231,675.49
TDB_00700024,2024-09-14 01:25:48,TDB_CUST_7742645,MSFT,BUY,939,1996.83
TDB_00700025,2024-01-28 05:52:16,TDB_CUST_9217876,AAPL,SELL,722,947.70
TDB_00700026,2024-04-17 13:58:56,TDB_CUST_6126491,INTC,BUY,159,1919.33
TDB_00700027,2024-07-09 12:50:32,TDB_CUST_6201440,NVDA,BUY,665,465.58
TDB_00700028,2024-03-07 17:22:40,TDB_CUST_6378617,PFE,SELL,857,1024.69
TDB_00700029,2024-01-07 06:53:17,TDB_CUST_3845155,TSLA,BUY,161,415.57
TDB_00700030,2024-05-12 00:35:39,TDB_CUST_8735939,T,SELL,200,817.24
TDB_00700031,2024-04-22 07:42:54,TDB_CUST_9010702,ADBE,BUY,599,531.78
TDB_00700032,2024-05-07 16:12:47,TDB_CUST_4000795,UNH,SELL,677,1232.38
TDB_00700033,2024-02-29 13:35:15,TDB_CUST_4389338,AAPL,BUY,623,1188.72
TDB_00700034,2024-09-27 04:46:30,TDB_CUST_2063284,V,BUY,557,1991.11
TDB_00700035,2024-04-08 11:19:31,TDB_CUST_7887265,XOM,SELL,544,268.92
TDB_00700036,2024-04-24 07:04:44,TDB_CUST_8985708,NFLX,BUY,524,230.27
TDB_00700037,2024-02-01 16:08:37,TDB_CUST_8037917,NFLX,SELL,995,1379.92
TDB_00700038,2024-05-09 15:37:22,TDB_CUST_8777264,DIS,SELL,928,320.17
TDB_00700039,2024-06-05 23:45:30,TDB_CUST_3748045,UNH,SELL,727,1339.12
TDB_00700040,2024-07-24 06:15:19,TDB_CUST_9053439,MSFT,SELL,551,498.52
TDB_00700041,2024-05-31 00:03:22,TDB_CUST_2739114,ADBE,BUY,402,1093.73
TDB_00700042,2024-01-02 17:29:46,TDB_CUST_1524508,PFE,BUY,304,673.93
TDB_00700043,2024-07-01 04:45:16,TDB_CUST_9473951,MSFT,SELL,219,495.95
TDB_00700044,2024-09-21 21:41:57,TDB_CUST_4311321,CSCO,SELL,465,312.47
TDB_00700045,2024-03-21 04:28:13,TDB_CUST_5338883,PYPL,SELL,190,524.88
TDB_00700046,2024-03-12 22:02:35,TDB_CUST_6985528,PFE,BUY,875,1482.42
TDB_00700047,2024-01-27 08:19:53,TDB_CUST_3236158,PFE,SELL,770,327.99
TDB_00700048,2024-07-08 08:00:55,TDB_CUST_3129062,PYPL,SELL,992,275.46
TDB_00700049,2024-09-28 21:13:42,TDB_CUST_8891057,DIS,BUY,805,322.02
TDB_00700050,2024-01-26 10:59:05,TDB_CUST_2812418,T,BUY,833,1688.26
TDB_00700051,2024-07-11 00:54:05,TDB_CUST_2370745,XOM,SELL,812,452.70
TDB_00700052,2024-01-11 12:07:46,TDB_CUST_8802284,MSFT,BUY,313,821.89
TDB_00700053,2024-05-11 03:59:31,TDB_CUST_2375315,VISA,BUY,887,1726.78
TDB_00700054,2024-02-12 06:57:06,TDB_CUST_9163186,JPM,BUY,172,675.75
TDB_00700055,2024-06-21 16:11:23,TDB_CUST_7287128,INTC,BUY,625,144.38
TDB_00700056,2024-06-24 22:55:49,TDB_CUST_6018981,INTC,SELL,944,1642.95
TDB_00700057,2024-02-09 15:05:01,TDB_CUST_6138707,T,BUY,348,1181.22
TDB_00700058,2024-05-10 15:57:24,TDB_CUST_1590325,CSCO,SELL,727,472.36
TDB_00700059,2024-03-21 19:58:20,TDB_CUST_8133700,NFLX,BUY,185,223.15
TDB_00700060,2024-09-24 10:45:26,TDB_CUST_6754748,INTC,SELL,524,1921.11
