trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00850000,2024-09-18 02:31:35,TDB_CUST_5442472,AAPL,SELL,266,1126.91
TDB_00850001,2024-08-15 11:04:58,TDB_CUST_4208362,INTC,SELL,484,462.80
TDB_00850002,2024-03-04 02:36:17,TDB_CUST_8045322,ADBE,BUY,559,422.40
TDB_00850003,2024-08-01 17:07:50,TDB_CUST_1956585,T,SELL,440,1898.13
TDB_00850004,2024-01-04 07:19:47,TDB_CUST_9137745,VZ,BUY,415,1585.33
TDB_00850005,2024-03-09 07:20:47,TDB_CUST_3411228,VISA,SELL,753,245.87
TDB_00850006,2024-03-22 14:21:51,TDB_CUST_9571376,GOOGL,BUY,772,495.05
TDB_00850007,2024-09-29 14:59:25,TDB_CUST_3543702,INTC,SELL,319,1891.71
TDB_00850008,2024-08-29 08:55:16,TDB_CUST_2204112,VZ,SELL,611,1693.48
TDB_00850009,2024-02-12 09:09:58,TDB_CUST_7627319,PFE,BUY,222,928.71
TDB_00850010,2024-03-28 02:01:58,TDB_CUST_2606226,CSCO,SELL,364,1288.17
TDB_00850011,2024-09-15 19:17:20,TDB_CUST_5196224,PYPL,SELL,948,1447.03
TDB_00850012,2024-05-16 00:48:25,TDB_CUST_8711620,VZ,BUY,118,423.85
TDB_00850013,2024-02-07 09:51:30,TDB_CUST_3869683,AAPL,SELL,415,1493.05
TDB_00850014,2024-05-21 12:44:44,TDB_CUST_3745028,AMZN,BUY,184,1284.86
TDB_00850015,2024-08-12 14:54:56,TDB_CUST_6151811,ORCL,SELL,583,1371.18
TDB_00850016,2024-05-04 11:13:23,TDB_CUST_5905170,V,BUY,143,1607.68
TDB_00850017,2024-05-22 10:22:56,TDB_CUST_2790269,BAC,BUY,701,1173.92
TDB_00850018,2024-03-27 16:24:24,TDB_CUST_8934778,NVDA,BUY,664,610.73
TDB_00850019,2024-03-01 01:16:01,TDB_CUST_1876243,ADBE,BUY,681,1897.97
TDB_00850020,2024-05-26 07:11:50,TDB_CUST_3586008,XOM,SELL,102,1539.44
TDB_00850021,2024-06-28 04:07:38,TDB_CUST_9586287,CRM,SELL,940,269.88
TDB_00850022,2024-09-15 23:42:54,TDB_CUST_7281334,GOOGL,SELL,254,804.33
TDB_00850023,2024-02-13 16:06:58,TDB_CUST_1226945,NVDA,SELL,438,1229.93
TDB_00850024,2024-08-07 00:23:42,TDB_CUST_4214812,TSLA,SELL,543,479.92
TDB_00850025,2024-04-03 18:43:10,TDB_CUST_3425267,MA,SELL,318,1850.38
TDB_00850026,2024-02-19 23:42:47,TDB_CUST_9271491,VISA,BUY,784,223.09
TDB_00850027,2024-03-12 02:42:26,TDB_CUST_1987294,DIS,SELL,230,877.67
TDB_00850028,2024-08-18 18:29:45,TDB_CUST_7994407,V,SELL,525,819.49
TDB_00850029,2024-03-09 08:57:00,TDB_CUST_6868274,AAPL,BUY,757,1712.14
TDB_00850030,2024-05-18 02:59:50,TDB_CUST_1652063,GOOGL,BUY,481,1585.73
TDB_00850031,2024-09-25 22:28:14,TDB_CUST_5715628,PYPL,SELL,496,1564.58
TDB_00850032,2024-03-11 15:42:59,TDB_CUST_7768463,VZ,SELL,549,1215.46
TDB_00850033,2024-05-27 22:29:31,TDB_CUST_9780858,VZ,SELL,500,1785.15
TDB_00850034,2024-04-06 22:02:53,TDB_CUST_8200722,ORCL,SELL,536,705.22
TDB_00850035,2024-01-09 23:09:11,TDB_CUST_7794823,NVDA,SELL,485,1280.73
TDB_00850036,2024-08-12 16:59:45,TDB_CUST_2257206,VISA,BUY,335,1866.52
TDB_00850037,2024-01-15 17:54:26,TDB_CUST_4610836,VZ,SELL,861,1966.63
TDB_00850038,2024-03-06 05:48:02,TDB_CUST_8495622,PYPL,BUY,755,1042.03
TDB_00850039,2024-04-27 01:01:17,TDB_CUST_2137894,FB,SELL,807,1384.95
TDB_00850040,2024-05-14 14:11:12,TDB_CUST_8073853,UNH,SELL,146,1659.32
TDB_00850041,2024-05-03 17:11:23,TDB_CUST_7794014,V,BUY,101,659.20
TDB_00850042,2024-08-10 09:20:10,TDB_CUST_5961692,UNH,BUY,955,559.70
TDB_00850043,2024-02-26 02:41:50,TDB_CUST_9201302,FB,SELL,971,658.01
TDB_00850044,2024-04-05 21:27:15,TDB_CUST_7519083,V,BUY,472,1550.17
TDB_00850045,2024-03-16 22:25:55,TDB_CUST_8690120,NFLX,BUY,244,909.65
TDB_00850046,2024-06-22 03:06:17,TDB_CUST_2553501,JPM,BUY,876,1436.40
TDB_00850047,2024-01-28 08:34:11,TDB_CUST_2137733,MSFT,SELL,571,808.06
TDB_00850048,2024-02-06 23:07:07,TDB_CUST_4904565,ORCL,BUY,340,111.05
TDB_00850049,2024-04-11 07:20:08,TDB_CUST_5751699,TSLA,BUY,675,1098.26
TDB_00850050,2024-04-19 14:16:28,TDB_CUST_3500072,MA,SELL,319,512.41
TDB_00850051,2024-09-11 18:55:09,TDB_CUST_5552957,PYPL,SELL,290,1924.55
TDB_00850052,2024-05-21 22:40:12,TDB_CUST_1946323,NVDA,BUY,504,1162.08
TDB_00850053,2024-06-09 21:28:41,TDB_CUST_2361034,VISA,BUY,285,404.99
TDB_00850054,2024-04-03 05:48:26,TDB_CUST_3293432,NVDA,SELL,721,255.86
TDB_00850055,2024-07-07 22:55:46,TDB_CUST_2298260,BAC,SELL,550,1346.73
TDB_00850056,2024-04-04 20:20:59,TDB_CUST_6638195,BAC,SELL,836,446.12
TDB_00850057,2024-09-07 01:57:47,TDB_CUST_2177224,GOOGL,SELL,960,1850.86
TDB_00850058,2024-02-05 14:25:27,TDB_CUST_8973777,CSCO,BUY,144,798.92
TDB_00850059,2024-02-08 10:17:04,TDB_CUST_3577493,BAC,BUY,273,587.62
TDB_00850060,2024-04-18 04:26:55,TDB_CUST_3486917,AAPL,SELL,563,594.97
TDB_00850061,2024-05-07 10:44:40,TDB_CUST_8227635,VISA,BUY,254,1392.05
TDB_00850062,2024-05-31 20:06:19,TDB_CUST_4539010,T,BUY,225,1168.81
TDB_00850063,2024-02-06 10:38:20,TDB_CUST_7300329,INTC,SELL,307,1145.22
TDB_00850064,2024-09-18 17:39:13,TDB_CUST_7153469,JPM,SELL,477,325.13
TDB_00850065,2024-09-02 18:15:11,TDB_CUST_2500253,FB,SELL,290,1684.38
TDB_00850066,2024-01-23 07:07:03,TDB_CUST_2899744,PYPL,BUY,133,1450.25
TDB_00850067,2024-07-29 20:38:09,TDB_CUST_7810637,BAC,SELL,550,1951.15
TDB_00850068,2024-06-13 19:56:34,TDB_CUST_6182765,ADBE,SELL,606,213.24
TDB_00850069,2024-02-23 22:37:12,TDB_CUST_2068661,MA,SELL,587,233.20
TDB_00850070,2024-02-22 08:01:08,TDB_CUST_6914390,WMT,SELL,283,1540.65
TDB_00850071,2024-03-30 02:41:53,TDB_CUST_4931582,CSCO,BUY,632,216.92
TDB_00850072,2024-04-11 04:19:09,TDB_CUST_2664048,AAPL,SELL,312,970.73
TDB_00850073,2024-01-29 09:07:52,TDB_CUST_9186947,MA,BUY,601,1844.61
TDB_00850074,2024-04-07 08:58:58,TDB_CUST_1377875,TSLA,SELL,487,1536.62
TDB_00850075,2024-01-01 15:39:29,TDB_CUST_4156594,TSLA,BUY,297,100.04
TDB_00850076,2024-03-16 04:06:15,TDB_CUST_9055262,BAC,BUY,841,1082.91
TDB_00850077,2024-08-12 05:06:07,TDB_CUST_5878920,AAPL,BUY,578,1842.48
TDB_00850078,2024-01-03 02:59:53,TDB_CUST_1127036,VZ,SELL,921,826.13
TDB_00850079,2024-06-29 09:09:26,TDB_CUST_6722227,T,SELL,141,624.99
TDB_00850080,2024-08-12 17:44:14,TDB_CUST_4401762,PFE,SELL,641,1364.43
TDB_00850081,2024-04-25 12:03:33,TDB_CUST_1934664,NVDA,SELL,456,584.34
TDB_00850082,2024-06-25 23:08:40,TDB_CUST_6799700,V,BUY,734,1343.52
TDB_00850083,2024-06-12 18:46:00,TDB_CUST_6052759,NVDA,SELL,483,1376.85
TDB_00850084,2024-04-21 01:11:12,TDB_CUST_3860678,MSFT,BUY,996,556.48
