trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00500000,2024-09-30 15:06:01,TDB_CUST_7134899,PYPL,BUY,459,1431.16
TDB_00500001,2024-08-23 16:13:04,TDB_CUST_7810922,ADBE,SELL,319,873.70
TDB_00500002,2024-01-06 00:47:44,TDB_CUST_3073033,VISA,SELL,256,1015.36
TDB_00500003,2024-07-28 05:55:50,TDB_CUST_8234306,ADBE,SELL,856,658.07
TDB_00500004,2024-04-15 10:52:16,TDB_CUST_9814895,PYPL,SELL,776,1461.30
TDB_00500005,2024-02-03 10:40:45,TDB_CUST_2633920,PFE,BUY,129,1786.14
TDB_00500006,2024-01-18 14:37:27,TDB_CUST_5626836,BAC,BUY,400,1490.78
TDB_00500007,2024-05-17 16:14:39,TDB_CUST_1692634,INTC,BUY,800,245.76
TDB_00500008,2024-05-16 22:19:03,TDB_CUST_9690496,UNH,SELL,231,1862.11
TDB_00500009,2024-02-26 04:10:20,TDB_CUST_5549294,PFE,SELL,571,221.09
TDB_00500010,2024-01-22 04:59:16,TDB_CUST_9509253,TSLA,SELL,104,1726.90
TDB_00500011,2024-04-15 00:05:51,TDB_CUST_7909557,ORCL,SELL,883,1763.95
TDB_00500012,2024-06-17 03:41:45,TDB_CUST_9055043,UNH,BUY,532,1623.02
TDB_00500013,2024-08-28 22:22:36,TDB_CUST_7672805,PFE,BUY,675,1807.22
TDB_00500014,2024-08-17 12:47:21,TDB_CUST_4369630,CRM,SELL,556,255.80
TDB_00500015,2024-04-22 16:53:38,TDB_CUST_9320760,XOM,BUY,958,359.54
TDB_00500016,2024-08-22 15:31:07,TDB_CUST_4266464,VZ,BUY,237,559.67
TDB_00500017,2024-09-12 15:06:53,TDB_CUST_7589526,ADBE,SELL,597,940.12
TDB_00500018,2024-05-27 20:43:29,TDB_CUST_6462547,INTC,BUY,723,1835.56
TDB_00500019,2024-03-19 19:31:46,TDB_CUST_3024100,XOM,SELL,896,270.47
TDB_00500020,2024-02-20 02:09:04,TDB_CUST_6418730,AMZN,SELL,234,1775.52
TDB_00500021,2024-03-27 09:23:57,TDB_CUST_6745460,MA,SELL,115,1938.38
TDB_00500022,2024-07-20 08:05:05,TDB_CUST_5018259,MA,SELL,756,1144.41
TDB_00500023,2024-09-28 08:59:08,TDB_CUST_7400907,ORCL,BUY,481,470.76
TDB_00500024,2024-05-14 21:59:14,TDB_CUST_6733883,T,SELL,932,1152.17
TDB_00500025,2024-05-31 22:49:07,TDB_CUST_2287711,DIS,SELL,508,1213.18
TDB_00500026,2024-08-14 19:31:05,TDB_CUST_5002732,JPM,BUY,448,322.01
TDB_00500027,2024-09-20 08:49:04,TDB_CUST_6609223,WMT,BUY,930,1140.94
TDB_00500028,2024-08-17 05:12:59,TDB_CUST_5457071,XOM,BUY,851,1196.79
TDB_00500029,2024-03-28 01:44:42,TDB_CUST_4200191,NFLX,BUY,548,1501.20
TDB_00500030,2024-06-02 06:08:27,TDB_CUST_4897396,MA,BUY,205,1983.84
TDB_00500031,2024-01-31 11:17:16,TDB_CUST_5194106,CSCO,SELL,985,1338.91
TDB_00500032,2024-03-29 01:14:42,TDB_CUST_1573173,FB,SELL,362,721.05
TDB_00500033,2024-07-31 09:33:59,TDB_CUST_3075736,CSCO,BUY,888,140.92
TDB_00500034,2024-06-26 20:58:02,TDB_CUST_7803516,TSLA,BUY,843,673.52
TDB_00500035,2024-05-16 11:29:14,TDB_CUST_5381469,PFE,SELL,112,1906.91
TDB_00500036,2024-04-08 04:43:11,TDB_CUST_9283539,T,BUY,770,1444.92
TDB_00500037,2024-09-08 16:04:04,TDB_CUST_8130030,UNH,BUY,765,1470.67
TDB_00500038,2024-01-30 15:47:55,TDB_CUST_4184714,DIS,BUY,730,754.52
TDB_00500039,2024-04-25 06:43:25,TDB_CUST_4179859,VISA,SELL,393,1868.90
TDB_00500040,2024-02-08 09:51:02,TDB_CUST_9007433,XOM,SELL,449,1501.56
TDB_00500041,2024-03-17 15:40:03,TDB_CUST_1087953,MSFT,SELL,251,571.79
TDB_00500042,2024-08-06 07:48:32,TDB_CUST_6122193,ORCL,BUY,708,1889.86
TDB_00500043,2024-05-10 22:28:34,TDB_CUST_6849798,UNH,BUY,975,702.84
TDB_00500044,2024-06-07 11:53:53,TDB_CUST_4523946,CSCO,BUY,605,631.98
TDB_00500045,2024-03-06 07:42:29,TDB_CUST_5467101,VZ,SELL,238,169.44
TDB_00500046,2024-07-18 23:28:14,TDB_CUST_1133167,TSLA,BUY,304,890.67
TDB_00500047,2024-02-17 05:36:31,TDB_CUST_5627462,FB,BUY,695,686.71
TDB_00500048,2024-05-03 14:24:09,TDB_CUST_3425984,CRM,SELL,758,188.22
TDB_00500049,2024-08-15 11:25:22,TDB_CUST_3964585,FB,SELL,202,1137.93
TDB_00500050,2024-08-06 14:35:21,TDB_CUST_5680856,ORCL,BUY,395,1091.19
TDB_00500051,2024-09-10 01:59:40,TDB_CUST_3994471,MA,BUY,111,559.76
TDB_00500052,2024-06-02 03:11:39,TDB_CUST_8960567,NVDA,SELL,520,307.71
TDB_00500053,2024-02-27 21:39:58,TDB_CUST_8802540,FB,BUY,646,1727.12
TDB_00500054,2024-03-23 23:51:42,TDB_CUST_7925247,V,BUY,675,1278.28
TDB_00500055,2024-09-08 07:52:44,TDB_CUST_9316666,INTC,SELL,118,195.62
TDB_00500056,2024-02-20 07:53:02,TDB_CUST_2082565,CRM,SELL,579,785.84
TDB_00500057,2024-06-10 18:03:03,TDB_CUST_8035591,PYPL,BUY,144,1215.89
TDB_00500058,2024-03-15 04:16:21,TDB_CUST_1599579,FB,BUY,276,1967.05
TDB_00500059,2024-05-28 14:44:21,TDB_CUST_3553673,V,SELL,594,1897.82
TDB_00500060,2024-09-04 08:09:08,TDB_CUST_1419270,VISA,SELL,670,198.57
TDB_00500061,2024-07-11 08:22:22,TDB_CUST_8588346,DIS,SELL,739,894.18
TDB_00500062,2024-05-26 03:52:52,TDB_CUST_9693524,PFE,BUY,635,1242.49
TDB_00500063,2024-08-30 08:48:37,TDB_CUST_9373262,CSCO,SELL,987,718.18
TDB_00500064,2024-07-12 22:35:44,TDB_CUST_8660062,UNH,SELL,140,1469.16
TDB_00500065,2024-04-15 00:29:59,TDB_CUST_2161334,V,SELL,375,632.26
TDB_00500066,2024-05-06 02:23:18,TDB_CUST_6734537,VISA,SELL,521,1729.67
TDB_00500067,2024-06-05 15:30:01,TDB_CUST_1349053,GOOGL,BUY,609,317.18
TDB_00500068,2024-04-12 04:17:40,TDB_CUST_5023109,ORCL,BUY,574,1660.70
TDB_00500069,2024-07-21 16:29:13,TDB_CUST_9290684,ADBE,BUY,170,1437.12
TDB_00500070,2024-04-30 12:12:04,TDB_CUST_1271773,T,SELL,997,659.40
TDB_00500071,2024-10-01 03:57:08,TDB_CUST_8545571,JPM,SELL,677,1632.35
TDB_00500072,2024-01-04 16:23:19,TDB_CUST_2564423,VISA,SELL,582,397.62
TDB_00500073,2024-07-24 13:26:52,TDB_CUST_5007379,PYPL,BUY,605,1446.30
TDB_00500074,2024-06-15 22:30:10,TDB_CUST_5190570,ORCL,BUY,904,1649.79
TDB_00500075,2024-03-06 22:33:04,TDB_CUST_7394176,T,BUY,199,316.32
TDB_00500076,2024-09-03 11:52:47,TDB_CUST_9940182,BAC,BUY,599,1762.11
TDB_00500077,2024-02-03 15:26:25,TDB_CUST_2524849,UNH,SELL,429,1852.45
TDB_00500078,2024-02-12 21:38:00,TDB_CUST_6897888,TSLA,BUY,769,1820.87
TDB_00500079,2024-07-07 00:04:59,TDB_CUST_7004966,AMZN,SELL,194,1740.35
