trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00150000,2024-05-07 14:27:41,TDB_CUST_8464119,PYPL,BUY,140,634.53
TDB_00150001,2024-06-08 19:21:44,TDB_CUST_4058020,XOM,SELL,456,958.73
TDB_00150002,2024-09-28 06:41:39,TDB_CUST_3450186,BAC,SELL,406,328.07
TDB_00150003,2024-05-17 13:55:49,TDB_CUST_9697418,PFE,SELL,879,187.84
TDB_00150004,2024-03-19 02:38:20,TDB_CUST_9005422,AMZN,BUY,210,755.68
TDB_00150005,2024-03-04 11:23:32,TDB_CUST_3346864,UNH,SELL,527,803.70
TDB_00150006,2024-08-27 05:12:31,TDB_CUST_5392408,INTC,BUY,241,1503.56
TDB_00150007,2024-01-16 04:26:37,TDB_CUST_8929768,PFE,BUY,721,737.53
TDB_00150008,2024-06-06 01:41:26,TDB_CUST_1049763,VISA,BUY,746,579.84
TDB_00150009,2024-07-29 02:21:30,TDB_CUST_7369103,ORCL,SELL,322,751.70
TDB_00150010,2024-06-05 15:17:41,TDB_CUST_6773172,XOM,BUY,403,941.83
TDB_00150011,2024-05-26 02:06:19,TDB_CUST_2680561,JPM,BUY,370,1154.58
TDB_00150012,2024-02-19 18:41:31,TDB_CUST_1240905,ORCL,SELL,684,1540.14
TDB_00150013,2024-03-11 12:03:14,TDB_CUST_5613028,ORCL,BUY,647,1060.30
TDB_00150014,2024-06-28 00:39:15,TDB_CUST_1495006,TSLA,SELL,963,534.65
TDB_00150015,2024-03-01 12:45:19,TDB_CUST_3839111,PYPL,BUY,121,123.82
TDB_00150016,2024-04-01 04:41:10,TDB_CUST_2736596,BAC,SELL,517,831.28
TDB_00150017,2024-09-29 01:38:04,TDB_CUST_8777916,CSCO,BUY,568,374.71
TDB_00150018,2024-07-31 05:22:58,TDB_CUST_2275707,AAPL,SELL,556,923.33
TDB_00150019,2024-08-01 09:18:42,TDB_CUST_3878276,PYPL,SELL,743,736.37
TDB_00150020,2024-07-24 11:10:23,TDB_CUST_9229827,TSLA,BUY,232,698.92
TDB_00150021,2024-03-08 09:42:22,TDB_CUST_8019217,XOM,SELL,343,215.36
TDB_00150022,2024-06-20 16:09:31,TDB_CUST_8680235,WMT,SELL,391,975.20
TDB_00150023,2024-08-13 12:44:29,TDB_CUST_1129351,NFLX,SELL,741,1849.19
TDB_00150024,2024-09-29 05:27:42,TDB_CUST_7050478,TSLA,SELL,374,236.36
TDB_00150025,2024-02-13 08:39:02,TDB_CUST_2574230,CSCO,SELL,953,362.35
TDB_00150026,2024-09-18 18:40:02,TDB_CUST_4155026,FB,SELL,342,1054.09
TDB_00150027,2024-01-27 11:37:07,TDB_CUST_5069487,NFLX,BUY,584,1358.47
TDB_00150028,2024-02-25 07:07:30,TDB_CUST_2816062,PFE,SELL,185,832.24
TDB_00150029,2024-08-12 18:15:22,TDB_CUST_3843265,VZ,SELL,828,696.82
TDB_00150030,2024-02-16 23:43:02,TDB_CUST_9631759,AMZN,BUY,690,926.40
TDB_00150031,2024-09-24 12:39:15,TDB_CUST_7321744,TSLA,BUY,651,584.51
TDB_00150032,2024-09-23 15:30:14,TDB_CUST_7738407,GOOGL,BUY,930,961.79
TDB_00150033,2024-05-25 02:25:55,TDB_CUST_2812061,JPM,BUY,441,1434.64
TDB_00150034,2024-03-18 05:53:54,TDB_CUST_8599090,CSCO,SELL,375,1245.99
TDB_00150035,2024-08-25 02:10:26,TDB_CUST_8746924,NFLX,SELL,112,1732.59
TDB_00150036,2024-04-26 20:45:27,TDB_CUST_8276538,NFLX,BUY,219,1095.90
TDB_00150037,2024-02-25 23:33:51,TDB_CUST_8100195,NFLX,SELL,105,759.12
