trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00550000,2024-03-21 06:54:51,TDB_CUST_9673750,CRM,SELL,995,1556.28
TDB_00550001,2024-05-04 20:06:26,TDB_CUST_5728608,NVDA,SELL,447,1600.30
TDB_00550002,2024-05-23 12:41:49,TDB_CUST_5535426,VZ,BUY,705,272.89
TDB_00550003,2024-08-18 16:15:06,TDB_CUST_5277995,DIS,BUY,808,1664.46
TDB_00550004,2024-04-19 13:30:32,TDB_CUST_2125408,PFE,SELL,920,1271.30
TDB_00550005,2024-01-13 10:12:22,TDB_CUST_8504794,MSFT,SELL,654,507.78
TDB_00550006,2024-07-09 15:16:19,TDB_CUST_5464893,VZ,SELL,284,895.11
TDB_00550007,2024-04-29 20:20:27,TDB_CUST_7580698,INTC,BUY,729,1405.92
TDB_00550008,2024-08-26 16:31:57,TDB_CUST_5021022,JPM,BUY,797,1895.72
TDB_00550009,2024-09-01 19:53:13,TDB_CUST_8695305,INTC,SELL,720,778.13
TDB_00550010,2024-07-31 16:49:03,TDB_CUST_3550768,CRM,SELL,107,1683.55
TDB_00550011,2024-02-14 21:59:40,TDB_CUST_3269402,CRM,BUY,566,1464.97
TDB_00550012,2024-02-17 23:26:31,TDB_CUST_1897605,DIS,BUY,305,870.01
TDB_00550013,2024-07-28 06:33:43,TDB_CUST_3454468,XOM,SELL,123,496.07
TDB_00550014,2024-04-26 08:48:18,TDB_CUST_8003981,XOM,SELL,884,683.79
TDB_00550015,2024-03-23 04:00:22,TDB_CUST_7636171,AAPL,SELL,855,854.91
TDB_00550016,2024-01-01 11:12:22,TDB_CUST_7355784,V,BUY,633,1591.79
TDB_00550017,2024-07-12 09:54:04,TDB_CUST_4527393,CSCO,BUY,942,532.42
TDB_00550018,2024-06-20 02:21:57,TDB_CUST_6584212,AAPL,BUY,200,581.85
TDB_00550019,2024-07-17 08:04:47,TDB_CUST_6428359,VZ,SELL,268,111.80
TDB_00550020,2024-05-09 20:21:53,TDB_CUST_6454069,ORCL,SELL,855,452.97
TDB_00550021,2024-05-13 05:46:03,TDB_CUST_9131232,UNH,BUY,557,1869.97
TDB_00550022,2024-04-09 10:38:26,TDB_CUST_4787215,VISA,BUY,729,1592.15
TDB_00550023,2024-02-23 03:02:33,TDB_CUST_4443762,XOM,BUY,509,799.01
TDB_00550024,2024-06-18 12:24:04,TDB_CUST_9631053,CSCO,SELL,948,803.63
TDB_00550025,2024-08-22 23:35:16,TDB_CUST_2877148,PYPL,SELL,381,1926.15
TDB_00550026,2024-03-25 17:39:57,TDB_CUST_6324362,NFLX,BUY,917,1547.20
TDB_00550027,2024-03-02 12:14:46,TDB_CUST_5350370,FB,SELL,468,242.31
TDB_00550028,2024-03-16 10:45:21,TDB_CUST_2485159,TSLA,SELL,525,990.66
TDB_00550029,2024-03-07 11:18:16,TDB_CUST_4220399,XOM,SELL,474,228.85
TDB_00550030,2024-07-27 02:33:59,TDB_CUST_7516058,CSCO,SELL,901,1061.58
TDB_00550031,2024-04-10 22:26:35,TDB_CUST_1202352,AAPL,SELL,428,392.38
TDB_00550032,2024-05-04 16:32:30,TDB_CUST_8771779,MSFT,SELL,568,1258.46
TDB_00550033,2024-09-19 20:08:44,TDB_CUST_3247655,VISA,SELL,682,850.39
TDB_00550034,2024-09-05 01:25:46,TDB_CUST_6682795,T,SELL,643,638.97
TDB_00550035,2024-01-11 08:49:20,TDB_CUST_8019928,BAC,BUY,352,1878.77
TDB_00550036,2024-08-07 02:05:17,TDB_CUST_5117914,ORCL,BUY,864,1751.16
TDB_00550037,2024-02-04 21:25:35,TDB_CUST_2126404,PFE,SELL,497,863.35
TDB_00550038,2024-01-11 12:23:38,TDB_CUST_5372575,TSLA,BUY,911,746.25
TDB_00550039,2024-03-26 04:18:58,TDB_CUST_2903077,MSFT,SELL,342,717.69
TDB_00550040,2024-08-07 08:21:12,TDB_CUST_9779105,UNH,SELL,295,133.14
TDB_00550041,2024-01-04 08:25:42,TDB_CUST_9984567,VZ,SELL,684,922.40
TDB_00550042,2024-03-03 19:37:22,TDB_CUST_6365187,WMT,BUY,932,1139.03
TDB_00550043,2024-07-24 08:49:41,TDB_CUST_5985941,DIS,SELL,790,1233.44
TDB_00550044,2024-08-11 05:04:46,TDB_CUST_4916774,FB,BUY,695,1781.68
TDB_00550045,2024-05-18 12:53:06,TDB_CUST_9467763,NVDA,SELL,679,1470.56
TDB_00550046,2024-01-23 14:10:48,TDB_CUST_3957539,XOM,SELL,161,1514.69
TDB_00550047,2024-08-16 11:46:18,TDB_CUST_1723554,INTC,SELL,288,1115.30
TDB_00550048,2024-06-10 09:27:27,TDB_CUST_3354927,MA,SELL,919,243.79
TDB_00550049,2024-06-30 04:59:34,TDB_CUST_5948132,AAPL,SELL,240,836.78
TDB_00550050,2024-07-09 22:49:30,TDB_CUST_2253466,GOOGL,SELL,272,1420.35
TDB_00550051,2024-05-07 05:31:03,TDB_CUST_6645131,INTC,BUY,150,252.85
TDB_00550052,2024-04-13 19:05:21,TDB_CUST_4103333,AAPL,SELL,645,834.49
TDB_00550053,2024-03-16 03:04:44,TDB_CUST_9212816,AMZN,BUY,891,1559.45
TDB_00550054,2024-04-12 19:03:45,TDB_CUST_5952148,JPM,SELL,783,404.33
TDB_00550055,2024-04-01 03:31:24,TDB_CUST_6032067,NVDA,SELL,604,1729.40
TDB_00550056,2024-05-04 20:28:58,TDB_CUST_4003646,ORCL,SELL,524,1571.20
TDB_00550057,2024-04-19 07:21:15,TDB_CUST_3995747,ORCL,SELL,495,704.85
TDB_00550058,2024-05-18 10:00:08,TDB_CUST_6524987,TSLA,SELL,691,736.51
TDB_00550059,2024-03-16 09:39:24,TDB_CUST_4040553,MA,SELL,834,1268.12
TDB_00550060,2024-09-07 06:20:09,TDB_CUST_7687889,PFE,BUY,274,1700.73
TDB_00550061,2024-04-07 18:14:21,TDB_CUST_2585260,ORCL,BUY,554,1813.64
TDB_00550062,2024-04-19 09:12:26,TDB_CUST_8513053,DIS,SELL,812,1471.97
TDB_00550063,2024-06-05 10:31:51,TDB_CUST_6852834,UNH,BUY,180,645.15
TDB_00550064,2024-05-29 21:46:15,TDB_CUST_3963900,XOM,SELL,654,1597.12
TDB_00550065,2024-08-15 09:36:15,TDB_CUST_9577340,PFE,BUY,598,1618.68
TDB_00550066,2024-06-03 03:01:36,TDB_CUST_5525545,VZ,BUY,738,883.90
TDB_00550067,2024-06-11 09:30:15,TDB_CUST_8963085,INTC,SELL,569,1172.93
TDB_00550068,2024-08-16 23:20:06,TDB_CUST_5432601,XOM,BUY,723,797.60
TDB_00550069,2024-03-10 13:11:18,TDB_CUST_6490874,AMZN,SELL,610,102.35
TDB_00550070,2024-09-15 08:10:23,TDB_CUST_4722909,MSFT,SELL,692,762.28
TDB_00550071,2024-07-26 22:27:27,TDB_CUST_1134561,BAC,BUY,274,1014.23
TDB_00550072,2024-02-28 14:51:52,TDB_CUST_3429663,AAPL,SELL,639,1587.86
TDB_00550073,2024-06-02 18:58:18,TDB_CUST_5333047,WMT,BUY,346,1948.57
TDB_00550074,2024-08-17 22:59:38,TDB_CUST_3230742,XOM,BUY,713,1340.05
TDB_00550075,2024-05-30 09:24:35,TDB_CUST_5588594,JPM,SELL,746,1589.53
TDB_00550076,2024-04-15 05:39:16,TDB_CUST_6896042,V,SELL,210,1854.55
TDB_00550077,2024-08-15 03:20:29,TDB_CUST_6176477,ADBE,SELL,606,607.87
TDB_00550078,2024-07-28 05:54:40,TDB_CUST_4334295,VISA,SELL,515,1674.46
TDB_00550079,2024-05-26 12:04:24,TDB_CUST_2016206,WMT,BUY,833,1722.35
TDB_00550080,2024-07-30 18:13:50,TDB_CUST_8771892,XOM,BUY,992,843.25
TDB_00550081,2024-01-22 03:56:41,TDB_CUST_7720695,AAPL,SELL,712,814.24
