trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00950000,2024-01-30 13:10:04,TDB_CUST_9219650,TSLA,SELL,626,1615.93
TDB_00950001,2024-04-05 23:38:31,TDB_CUST_1333724,MA,BUY,645,737.71
TDB_00950002,2024-03-06 19:12:30,TDB_CUST_1846643,MSFT,BUY,611,788.37
TDB_00950003,2024-04-28 09:50:14,TDB_CUST_4009868,INTC,BUY,985,195.90
TDB_00950004,2024-01-25 01:56:07,TDB_CUST_4422360,AAPL,SELL,650,701.94
TDB_00950005,2024-08-28 05:47:39,TDB_CUST_4357467,MSFT,BUY,519,1991.75
TDB_00950006,2024-07-14 11:44:33,TDB_CUST_3351689,FB,BUY,925,608.88
TDB_00950007,2024-03-29 10:14:02,TDB_CUST_4427882,BAC,SELL,949,1681.16
TDB_00950008,2024-02-26 07:35:51,TDB_CUST_9934425,TSLA,BUY,647,1293.02
TDB_00950009,2024-03-06 11:45:59,TDB_CUST_6517029,UNH,SELL,450,312.38
TDB_00950010,2024-08-07 05:50:15,TDB_CUST_1811627,INTC,SELL,820,868.50
TDB_00950011,2024-09-15 20:46:12,TDB_CUST_3373593,DIS,BUY,747,865.62
TDB_00950012,2024-06-14 11:03:25,TDB_CUST_5863228,FB,SELL,919,1915.88
TDB_00950013,2024-08-08 04:49:01,TDB_CUST_8172456,TSLA,SELL,780,290.31
TDB_00950014,2024-04-09 08:35:10,TDB_CUST_4150098,TSLA,BUY,374,179.66
TDB_00950015,2024-02-19 02:37:15,TDB_CUST_2473053,UNH,SELL,664,1833.99
TDB_00950016,2024-03-13 11:55:35,TDB_CUST_5045843,JPM,BUY,461,804.75
TDB_00950017,2024-02-26 15:11:00,TDB_CUST_5922847,NVDA,SELL,582,1683.79
TDB_00950018,2024-07-13 23:54:00,TDB_CUST_4722427,VZ,BUY,890,1208.96
TDB_00950019,2024-06-30 11:57:48,TDB_CUST_3909331,UNH,BUY,840,896.07
TDB_00950020,2024-01-19 12:12:21,TDB_CUST_8533258,MSFT,SELL,269,150.66
TDB_00950021,2024-01-01 12:04:27,TDB_CUST_9577545,CRM,SELL,537,392.03
TDB_00950022,2024-08-27 10:20:13,TDB_CUST_6473208,CRM,SELL,604,686.07
TDB_00950023,2024-01-29 04:33:50,TDB_CUST_5486413,T,BUY,375,698.10
