trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00450000,2024-04-27 01:29:00,TDB_CUST_6263088,V,BUY,265,325.09
TDB_00450001,2024-06-05 20:05:20,TDB_CUST_5568344,INTC,SELL,370,1148.37
TDB_00450002,2024-07-10 06:21:42,TDB_CUST_4040664,AAPL,SELL,800,1550.19
TDB_00450003,2024-07-03 23:11:09,TDB_CUST_7424183,INTC,SELL,858,890.16
TDB_00450004,2024-04-04 02:37:53,TDB_CUST_3663239,VZ,BUY,364,1864.64
TDB_00450005,2024-04-03 20:55:48,TDB_CUST_5035006,NFLX,SELL,601,529.74
TDB_00450006,2024-06-11 21:01:26,TDB_CUST_8417470,GOOGL,SELL,139,350.92
TDB_00450007,2024-06-07 17:21:07,TDB_CUST_9801977,DIS,SELL,156,1541.75
TDB_00450008,2024-06-20 22:07:09,TDB_CUST_9407270,FB,SELL,981,946.59
TDB_00450009,2024-08-28 05:07:19,TDB_CUST_7730006,VZ,SELL,103,406.99
TDB_00450010,2024-05-03 15:56:12,TDB_CUST_3450646,BAC,SELL,494,1167.93
TDB_00450011,2024-07-22 04:23:21,TDB_CUST_8514353,VZ,SELL,206,1898.11
TDB_00450012,2024-02-25 11:51:41,TDB_CUST_5638072,XOM,BUY,110,272.20
TDB_00450013,2024-08-28 08:04:14,TDB_CUST_2721680,GOOGL,BUY,638,1049.03
TDB_00450014,2024-07-15 23:16:11,TDB_CUST_6465060,PYPL,SELL,845,852.85
TDB_00450015,2024-07-04 19:06:40,TDB_CUST_1595452,INTC,BUY,786,1829.18
TDB_00450016,2024-04-29 05:28:24,TDB_CUST_5450560,UNH,SELL,355,1344.76
TDB_00450017,2024-09-09 00:02:09,TDB_CUST_5356361,XOM,BUY,394,1939.04
TDB_00450018,2024-07-18 11:56:39,TDB_CUST_6622013,NVDA,SELL,958,1614.10
TDB_00450019,2024-05-03 10:42:19,TDB_CUST_4510338,XOM,SELL,440,1802.76
TDB_00450020,2024-09-12 20:44:32,TDB_CUST_2714970,TSLA,BUY,113,482.07
TDB_00450021,2024-04-12 09:12:22,TDB_CUST_1526630,T,BUY,929,957.25
TDB_00450022,2024-02-02 13:37:47,TDB_CUST_1546767,TSLA,BUY,581,183.85
TDB_00450023,2024-06-09 22:02:41,TDB_CUST_1616522,TSLA,SELL,318,391.00
TDB_00450024,2024-05-29 13:19:09,TDB_CUST_6450842,BAC,BUY,284,643.84
TDB_00450025,2024-05-31 16:59:03,TDB_CUST_6299292,TSLA,SELL,679,332.50
TDB_00450026,2024-06-18 22:21:38,TDB_CUST_3433432,UNH,BUY,438,192.26
TDB_00450027,2024-01-26 13:00:31,TDB_CUST_7569677,DIS,BUY,557,980.39
TDB_00450028,2024-06-03 19:21:07,TDB_CUST_2947993,JPM,BUY,995,931.01
TDB_00450029,2024-09-06 01:48:34,TDB_CUST_4653110,CRM,BUY,114,1201.79
TDB_00450030,2024-03-27 10:43:18,TDB_CUST_3911117,CRM,BUY,633,540.44
TDB_00450031,2024-05-04 11:35:39,TDB_CUST_4659570,V,SELL,473,1153.53
TDB_00450032,2024-07-23 20:33:48,TDB_CUST_5349950,AAPL,SELL,368,1488.56
TDB_00450033,2024-02-14 10:01:57,TDB_CUST_6867715,ADBE,BUY,836,301.03
TDB_00450034,2024-04-22 17:04:41,TDB_CUST_3949766,AMZN,BUY,101,1492.21
TDB_00450035,2024-08-27 12:33:25,TDB_CUST_7120758,ADBE,SELL,230,1070.31
TDB_00450036,2024-07-19 02:40:20,TDB_CUST_8693205,ORCL,BUY,500,844.70
TDB_00450037,2024-02-13 18:24:09,TDB_CUST_7133265,AMZN,BUY,531,422.04
TDB_00450038,2024-02-16 23:25:39,TDB_CUST_1410038,XOM,SELL,211,1572.48
TDB_00450039,2024-03-03 20:59:38,TDB_CUST_6375551,CSCO,SELL,525,1669.94
TDB_00450040,2024-05-29 20:35:06,TDB_CUST_4538338,UNH,SELL,407,1016.45
TDB_00450041,2024-03-22 18:29:23,TDB_CUST_6965608,WMT,SELL,183,472.76
TDB_00450042,2024-07-06 18:00:37,TDB_CUST_3214410,MSFT,BUY,458,1445.42
TDB_00450043,2024-03-06 14:41:36,TDB_CUST_4602572,AAPL,SELL,432,493.38
TDB_00450044,2024-07-05 09:23:35,TDB_CUST_7162820,WMT,SELL,400,367.78
TDB_00450045,2024-09-17 09:20:02,TDB_CUST_5459016,T,BUY,675,1256.27
TDB_00450046,2024-07-05 09:45:47,TDB_CUST_4704730,PFE,BUY,453,1930.35
TDB_00450047,2024-06-05 04:22:23,TDB_CUST_1139708,MA,SELL,494,1062.11
TDB_00450048,2024-10-01 08:07:41,TDB_CUST_5350072,PFE,SELL,712,1733.36
TDB_00450049,2024-07-19 16:46:54,TDB_CUST_7834444,AMZN,BUY,279,812.48
TDB_00450050,2024-03-17 23:29:54,TDB_CUST_4382537,WMT,SELL,120,1320.76
TDB_00450051,2024-06-30 14:06:31,TDB_CUST_5096386,INTC,BUY,148,1575.15
TDB_00450052,2024-09-12 08:53:17,TDB_CUST_6403714,PYPL,BUY,449,506.83
TDB_00450053,2024-02-27 22:48:44,TDB_CUST_8313713,TSLA,BUY,501,845.76
TDB_00450054,2024-03-30 22:35:55,TDB_CUST_4367495,DIS,BUY,366,324.25
TDB_00450055,2024-03-28 20:11:02,TDB_CUST_5183669,ADBE,BUY,612,1510.36
TDB_00450056,2024-05-11 19:36:37,TDB_CUST_4455951,NVDA,BUY,227,635.81
TDB_00450057,2024-02-11 04:43:55,TDB_CUST_5487265,UNH,BUY,251,108.22
TDB_00450058,2024-07-10 23:09:12,TDB_CUST_5134503,ORCL,SELL,932,496.44
TDB_00450059,2024-09-07 19:28:18,TDB_CUST_9991045,PYPL,SELL,778,157.80
