trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00200000,2024-06-28 10:02:16,TDB_CUST_6585112,T,SELL,766,1795.17
TDB_00200001,2024-09-27 09:00:06,TDB_CUST_9655942,T,SELL,497,1931.20
TDB_00200002,2024-03-03 10:52:44,TDB_CUST_2956590,FB,BUY,620,1239.81
TDB_00200003,2024-07-19 13:20:30,TDB_CUST_9224190,NFLX,BUY,169,1457.74
TDB_00200004,2024-08-04 15:54:44,TDB_CUST_1017449,GOOGL,BUY,716,1613.28
TDB_00200005,2024-09-08 01:56:27,TDB_CUST_7513824,DIS,SELL,801,195.56
TDB_00200006,2024-02-14 15:26:19,TDB_CUST_3771939,PYPL,SELL,658,171.91
TDB_00200007,2024-05-08 02:27:05,TDB_CUST_4691447,NVDA,SELL,567,1159.99
TDB_00200008,2024-05-09 09:15:23,TDB_CUST_2437641,NFLX,BUY,819,1138.09
TDB_00200009,2024-04-25 12:20:54,TDB_CUST_9550024,PYPL,BUY,198,1546.33
TDB_00200010,2024-04-21 20:09:16,TDB_CUST_3877132,FB,SELL,670,1188.75
TDB_00200011,2024-08-31 08:43:09,TDB_CUST_7566116,NVDA,SELL,945,1196.66
TDB_00200012,2024-07-19 01:16:03,TDB_CUST_5317913,FB,SELL,111,834.58
TDB_00200013,2024-09-28 14:37:03,TDB_CUST_5112852,UNH,SELL,539,198.20
TDB_00200014,2024-04-07 03:12:36,TDB_CUST_7363761,UNH,SELL,395,256.51
TDB_00200015,2024-09-14 00:33:55,TDB_CUST_7010501,UNH,BUY,446,1543.23
TDB_00200016,2024-02-26 00:44:39,TDB_CUST_8185246,AMZN,BUY,447,1803.01
TDB_00200017,2024-01-22 13:37:34,TDB_CUST_4274793,VZ,BUY,738,1444.23
TDB_00200018,2024-06-20 21:45:10,TDB_CUST_1974540,INTC,BUY,516,121.51
TDB_00200019,2024-08-09 15:34:47,TDB_CUST_8949168,AAPL,BUY,220,1829.90
TDB_00200020,2024-07-29 08:01:48,TDB_CUST_3627898,T,BUY,800,750.05
TDB_00200021,2024-07-24 17:47:10,TDB_CUST_3156246,NVDA,SELL,110,1642.38
TDB_00200022,2024-02-15 09:02:35,TDB_CUST_2472817,PFE,SELL,179,495.38
TDB_00200023,2024-07-30 18:16:20,TDB_CUST_1887065,PFE,BUY,316,1670.23
TDB_00200024,2024-08-08 07:18:26,TDB_CUST_4953516,PYPL,SELL,758,1743.73
TDB_00200025,2024-01-26 17:56:06,TDB_CUST_6154716,GOOGL,BUY,727,308.10
TDB_00200026,2024-09-15 21:23:15,TDB_CUST_3389905,XOM,BUY,971,1847.36
TDB_00200027,2024-04-15 02:57:00,TDB_CUST_6608981,VZ,SELL,659,979.29
TDB_00200028,2024-01-09 21:20:01,TDB_CUST_9123012,BAC,BUY,894,1125.82
TDB_00200029,2024-07-29 12:24:35,TDB_CUST_9668777,XOM,SELL,684,1503.89
TDB_00200030,2024-05-05 23:14:53,TDB_CUST_2809195,INTC,SELL,665,1853.69
TDB_00200031,2024-07-17 09:45:18,TDB_CUST_8841987,DIS,SELL,833,477.48
TDB_00200032,2024-02-01 20:17:50,TDB_CUST_3395773,NFLX,BUY,241,561.16
TDB_00200033,2024-05-18 11:33:22,TDB_CUST_6094434,WMT,SELL,531,1986.65
TDB_00200034,2024-06-02 12:43:11,TDB_CUST_4778006,CRM,SELL,419,1843.41
TDB_00200035,2024-07-27 11:24:48,TDB_CUST_1224797,VISA,SELL,951,1741.70
TDB_00200036,2024-01-24 15:42:28,TDB_CUST_5227866,CRM,BUY,802,1364.02
TDB_00200037,2024-04-09 20:48:32,TDB_CUST_9025553,ADBE,BUY,189,258.93
TDB_00200038,2024-08-03 16:11:12,TDB_CUST_9224787,JPM,BUY,461,1996.32
TDB_00200039,2024-02-04 18:45:36,TDB_CUST_7717502,MA,BUY,503,552.00
TDB_00200040,2024-01-19 10:12:03,TDB_CUST_5305074,DIS,SELL,802,1831.31
TDB_00200041,2024-07-02 15:38:22,TDB_CUST_4885041,V,SELL,896,1543.88
TDB_00200042,2024-03-26 21:00:37,TDB_CUST_7543794,TSLA,BUY,125,1514.26
TDB_00200043,2024-06-05 17:05:21,TDB_CUST_6560845,INTC,BUY,749,325.75
TDB_00200044,2024-03-04 18:04:08,TDB_CUST_5501177,UNH,SELL,750,359.09
TDB_00200045,2024-06-22 17:28:17,TDB_CUST_7932575,INTC,SELL,408,966.25
TDB_00200046,2024-08-03 03:30:09,TDB_CUST_8010666,GOOGL,SELL,657,1747.18
TDB_00200047,2024-02-04 19:58:25,TDB_CUST_4841438,UNH,BUY,191,1804.33
TDB_00200048,2024-03-01 04:53:54,TDB_CUST_2930231,VZ,BUY,698,1922.86
TDB_00200049,2024-04-04 08:52:37,TDB_CUST_3282315,CRM,SELL,885,558.53
TDB_00200050,2024-05-12 20:33:41,TDB_CUST_8412036,PYPL,SELL,943,243.66
TDB_00200051,2024-02-26 09:47:15,TDB_CUST_4761141,CRM,BUY,683,1907.53
TDB_00200052,2024-08-14 14:48:09,TDB_CUST_4384593,DIS,BUY,668,827.23
TDB_00200053,2024-09-08 18:12:57,TDB_CUST_3634632,CSCO,SELL,495,708.36
TDB_00200054,2024-03-29 09:43:21,TDB_CUST_7987993,TSLA,SELL,971,1725.65
TDB_00200055,2024-08-26 13:25:31,TDB_CUST_2158851,ADBE,BUY,977,1669.88
TDB_00200056,2024-07-08 08:46:03,TDB_CUST_5353144,AAPL,BUY,775,1249.63
TDB_00200057,2024-04-06 06:59:14,TDB_CUST_4639947,MSFT,BUY,881,455.21
TDB_00200058,2024-07-08 23:05:03,TDB_CUST_5518834,WMT,BUY,152,507.41
TDB_00200059,2024-08-26 14:30:23,TDB_CUST_2032554,INTC,SELL,831,835.97
TDB_00200060,2024-01-21 22:16:37,TDB_CUST_7447985,XOM,BUY,175,101.72
TDB_00200061,2024-06-28 15:19:33,TDB_CUST_6241190,CRM,BUY,239,1053.24
TDB_00200062,2024-02-19 07:20:29,TDB_CUST_4387908,WMT,BUY,958,464.16
TDB_00200063,2024-03-27 02:19:57,TDB_CUST_1070141,MSFT,BUY,885,1571.44
TDB_00200064,2024-02-23 21:28:00,TDB_CUST_2006778,DIS,SELL,215,1988.34
TDB_00200065,2024-01-14 17:46:27,TDB_CUST_9972558,T,BUY,352,835.58
TDB_00200066,2024-07-22 14:08:31,TDB_CUST_5502509,DIS,SELL,600,891.91
TDB_00200067,2024-07-17 02:03:59,TDB_CUST_5143489,JPM,SELL,304,1542.43
