trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00400000,2024-01-25 17:10:50,TDB_CUST_9744018,FB,SELL,890,1426.75
TDB_00400001,2024-06-20 12:13:36,TDB_CUST_1644172,INTC,SELL,183,815.00
TDB_00400002,2024-03-02 15:41:25,TDB_CUST_7525919,BAC,BUY,999,1073.16
TDB_00400003,2024-03-11 21:42:26,TDB_CUST_6090443,T,SELL,233,1265.16
TDB_00400004,2024-01-17 01:07:59,TDB_CUST_1011086,CRM,SELL,486,1353.19
TDB_00400005,2024-01-02 10:52:05,TDB_CUST_3970257,AMZN,BUY,621,1682.34
TDB_00400006,2024-06-22 16:51:28,TDB_CUST_9869813,FB,BUY,341,441.92
TDB_00400007,2024-08-01 22:56:27,TDB_CUST_1456562,PYPL,BUY,353,557.87
TDB_00400008,2024-05-15 02:24:34,TDB_CUST_9609921,PFE,SELL,213,1034.32
TDB_00400009,2024-04-01 01:26:25,TDB_CUST_5738320,FB,SELL,954,295.75
TDB_00400010,2024-09-07 12:00:37,TDB_CUST_7436701,JPM,BUY,974,1154.84
TDB_00400011,2024-03-05 16:31:33,TDB_CUST_2196473,AMZN,SELL,747,983.86
TDB_00400012,2024-09-29 00:52:50,TDB_CUST_3310003,CSCO,SELL,431,231.17
TDB_00400013,2024-06-19 02:11:12,TDB_CUST_9105116,V,BUY,151,935.52
TDB_00400014,2024-08-31 02:11:57,TDB_CUST_6144006,MA,BUY,887,567.21
TDB_00400015,2024-09-26 07:42:38,TDB_CUST_7925115,WMT,SELL,544,493.70
TDB_00400016,2024-06-30 02:56:11,TDB_CUST_5815835,NFLX,SELL,699,1452.30
TDB_00400017,2024-07-22 20:21:17,TDB_CUST_9228408,TSLA,SELL,759,355.82
TDB_00400018,2024-07-30 12:09:06,TDB_CUST_2561553,BAC,BUY,742,1605.73
TDB_00400019,2024-02-05 02:04:39,TDB_CUST_5310700,ADBE,SELL,584,1645.65
TDB_00400020,2024-05-03 12:33:12,TDB_CUST_5073212,JPM,SELL,924,1638.71
TDB_00400021,2024-02-18 15:44:41,TDB_CUST_8401373,ADBE,SELL,831,922.00
TDB_00400022,2024-04-19 05:44:31,TDB_CUST_7661829,XOM,SELL,971,218.04
TDB_00400023,2024-03-25 11:15:03,TDB_CUST_5119506,PFE,SELL,566,1610.50
TDB_00400024,2024-03-22 02:33:04,TDB_CUST_4472363,VISA,BUY,867,662.70
TDB_00400025,2024-07-04 11:43:59,TDB_CUST_4796796,FB,BUY,113,556.01
TDB_00400026,2024-05-09 13:49:00,TDB_CUST_3083935,T,SELL,279,1382.87
TDB_00400027,2024-04-05 01:55:11,TDB_CUST_3038099,BAC,BUY,749,1611.75
TDB_00400028,2024-04-13 06:08:34,TDB_CUST_4254018,AMZN,SELL,152,332.99
TDB_00400029,2024-02-21 13:30:32,TDB_CUST_7897333,BAC,BUY,166,446.02
TDB_00400030,2024-05-20 16:54:53,TDB_CUST_1501109,FB,SELL,364,1844.50
TDB_00400031,2024-07-22 20:04:12,TDB_CUST_1849574,CRM,BUY,785,749.40
TDB_00400032,2024-02-06 14:16:39,TDB_CUST_3829833,MSFT,BUY,990,1994.45
TDB_00400033,2024-09-30 22:51:20,TDB_CUST_8107739,DIS,SELL,484,148.75
TDB_00400034,2024-05-18 17:05:53,TDB_CUST_5518783,V,SELL,697,318.58
TDB_00400035,2024-01-14 17:16:14,TDB_CUST_1613538,CRM,BUY,371,1218.65
TDB_00400036,2024-06-09 17:14:57,TDB_CUST_9519751,NVDA,BUY,568,415.26
TDB_00400037,2024-01-21 13:34:30,TDB_CUST_2081915,MA,BUY,796,1720.19
TDB_00400038,2024-04-15 20:31:18,TDB_CUST_2453590,AAPL,BUY,392,880.80
TDB_00400039,2024-06-09 14:52:26,TDB_CUST_6074559,JPM,BUY,372,1211.35
TDB_00400040,2024-06-01 17:11:03,TDB_CUST_7844455,PFE,BUY,705,1030.71
TDB_00400041,2024-03-31 05:43:36,TDB_CUST_5054013,XOM,BUY,432,499.74
TDB_00400042,2024-09-25 02:48:23,TDB_CUST_2959986,PYPL,BUY,608,1485.14
TDB_00400043,2024-03-30 13:48:52,TDB_CUST_3462775,FB,BUY,197,1539.43
TDB_00400044,2024-02-09 03:39:18,TDB_CUST_5341248,CSCO,SELL,316,1870.19
TDB_00400045,2024-05-16 00:58:10,TDB_CUST_2328153,JPM,SELL,244,286.37
TDB_00400046,2024-07-02 13:31:44,TDB_CUST_8115984,CSCO,SELL,177,669.54
TDB_00400047,2024-04-11 10:46:18,TDB_CUST_9682283,PYPL,SELL,941,533.44
TDB_00400048,2024-05-05 22:59:35,TDB_CUST_9741934,WMT,BUY,445,492.26
TDB_00400049,2024-07-12 19:21:10,TDB_CUST_1967372,FB,SELL,578,1566.53
TDB_00400050,2024-04-01 06:24:42,TDB_CUST_4205101,GOOGL,SELL,788,570.01
TDB_00400051,2024-05-13 03:13:35,TDB_CUST_9709081,GOOGL,BUY,392,1737.79
TDB_00400052,2024-05-11 01:47:14,TDB_CUST_8049577,TSLA,BUY,582,540.22
TDB_00400053,2024-05-30 06:18:20,TDB_CUST_3196447,AAPL,SELL,327,1922.07
TDB_00400054,2024-07-27 23:42:20,TDB_CUST_9923924,PFE,BUY,509,1134.18
TDB_00400055,2024-04-08 23:43:02,TDB_CUST_4617034,JPM,SELL,525,508.76
TDB_00400056,2024-06-28 20:59:23,TDB_CUST_4836381,INTC,SELL,802,1911.40
TDB_00400057,2024-06-07 02:35:48,TDB_CUST_1373462,MSFT,BUY,563,1389.93
TDB_00400058,2024-04-11 18:12:20,TDB_CUST_5601910,MA,BUY,501,167.18
TDB_00400059,2024-09-29 09:13:52,TDB_CUST_7945115,VZ,BUY,801,288.35
TDB_00400060,2024-06-15 02:36:09,TDB_CUST_7656614,AMZN,SELL,196,626.48
TDB_00400061,2024-03-21 06:17:34,TDB_CUST_5484904,DIS,BUY,481,1699.99
TDB_00400062,2024-06-20 03:58:40,TDB_CUST_7090724,V,BUY,857,706.79
TDB_00400063,2024-07-21 00:40:28,TDB_CUST_9104460,VZ,SELL,802,1215.06
TDB_00400064,2024-04-24 00:15:16,TDB_CUST_7095558,JPM,SELL,858,453.02
TDB_00400065,2024-02-17 04:57:30,TDB_CUST_1693610,FB,BUY,937,953.53
TDB_00400066,2024-03-29 10:49:10,TDB_CUST_2263517,ORCL,BUY,669,914.12
TDB_00400067,2024-01-21 23:18:16,TDB_CUST_4103920,CSCO,BUY,549,529.40
TDB_00400068,2024-08-10 17:41:11,TDB_CUST_7632109,DIS,BUY,926,940.69
TDB_00400069,2024-04-21 09:13:23,TDB_CUST_3342879,WMT,BUY,282,125.01
TDB_00400070,2024-04-07 18:02:44,TDB_CUST_5815343,UNH,BUY,892,465.13
TDB_00400071,2024-04-08 12:47:25,TDB_CUST_7211197,GOOGL,BUY,804,1429.88
TDB_00400072,2024-06-04 07:02:51,TDB_CUST_7409492,AMZN,BUY,481,959.21
TDB_00400073,2024-04-11 07:19:12,TDB_CUST_1351062,JPM,BUY,331,624.13
