trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00750000,2024-08-07 18:44:00,TDB_CUST_7257786,ORCL,BUY,863,1062.84
TDB_00750001,2024-07-03 00:18:25,TDB_CUST_6879419,VISA,SELL,291,426.24
TDB_00750002,2024-08-01 20:33:30,TDB_CUST_3030051,INTC,SELL,795,571.18
TDB_00750003,2024-01-26 05:26:31,TDB_CUST_8411332,WMT,BUY,292,854.23
TDB_00750004,2024-04-01 23:32:46,TDB_CUST_8646337,PYPL,BUY,530,1802.49
TDB_00750005,2024-04-02 02:51:31,TDB_CUST_7321580,ORCL,SELL,616,868.05
TDB_00750006,2024-03-06 08:06:41,TDB_CUST_9594900,ADBE,SELL,926,1951.36
TDB_00750007,2024-04-26 04:15:38,TDB_CUST_7293450,CRM,BUY,584,1287.43
TDB_00750008,2024-04-16 23:21:34,TDB_CUST_7581717,JPM,BUY,222,1026.25
TDB_00750009,2024-05-04 01:59:26,TDB_CUST_5088433,UNH,SELL,400,1803.70
TDB_00750010,2024-07-10 04:23:42,TDB_CUST_4145120,AAPL,BUY,485,1999.26
TDB_00750011,2024-02-16 05:30:07,TDB_CUST_8741563,VISA,SELL,796,1604.53
TDB_00750012,2024-04-22 18:09:58,TDB_CUST_5031971,JPM,SELL,278,895.63
TDB_00750013,2024-04-18 07:49:43,TDB_CUST_3952582,PYPL,SELL,288,485.63
TDB_00750014,2024-09-25 21:39:00,TDB_CUST_3359251,PYPL,SELL,774,351.46
TDB_00750015,2024-02-21 15:10:32,TDB_CUST_2465577,PFE,SELL,593,1970.29
TDB_00750016,2024-08-17 22:51:08,TDB_CUST_6876094,TSLA,SELL,286,457.51
TDB_00750017,2024-02-10 20:22:24,TDB_CUST_8952995,TSLA,SELL,477,1224.67
TDB_00750018,2024-03-06 05:36:41,TDB_CUST_7837387,FB,SELL,463,1796.29
TDB_00750019,2024-01-24 21:21:07,TDB_CUST_7595514,ADBE,SELL,290,1973.36
TDB_00750020,2024-02-02 15:44:45,TDB_CUST_1628323,INTC,BUY,498,852.72
TDB_00750021,2024-08-04 11:16:49,TDB_CUST_4171446,VISA,BUY,605,1921.98
TDB_00750022,2024-07-10 20:51:15,TDB_CUST_5612058,FB,SELL,241,1024.22
TDB_00750023,2024-02-01 10:40:53,TDB_CUST_3990075,WMT,BUY,571,683.76
TDB_00750024,2024-09-18 18:38:30,TDB_CUST_9787188,CSCO,SELL,289,236.23
TDB_00750025,2024-03-26 21:03:31,TDB_CUST_9489959,INTC,SELL,972,986.11
TDB_00750026,2024-04-24 23:28:57,TDB_CUST_1504892,MSFT,BUY,705,435.63
TDB_00750027,2024-05-15 13:26:31,TDB_CUST_9541948,TSLA,BUY,640,445.02
TDB_00750028,2024-04-24 01:17:39,TDB_CUST_8091596,WMT,SELL,189,1471.86
TDB_00750029,2024-06-12 22:58:30,TDB_CUST_2638335,PYPL,SELL,341,1230.45
TDB_00750030,2024-06-28 01:01:32,TDB_CUST_6660235,UNH,BUY,498,1372.34
